"doc","language"
"Do you know what Tom was talking about?","eng"
"Tom und Maria leben mit ihren gemeinsamen Kindern alle vereint in einem kleinen Haus am Stadtrand von Boston.","deu"
"The loss amounted to 100 dollars.","eng"
"A minha família é rica.","por"
"When in a serious mood, it seems to me that those people are illogical who feel an aversion toward death. As far as I can see, life consists exclusively of horrors, unpleasantnesses and banalities, now merging, now alternating.","eng"
"Tony mówi po angielsku lepiej niż ja.","pol"
"Tiu libro verkita en la franca malfacile legeblas.","epo"
"Cetere, kiom el vi verkas taglibron?","epo"
"I was pleased with how we played today.","eng"
"Mary is very intuitive.","eng"
"Di che nazionalità sono i tuoi vicini? ""Serba.""","ita"
"Is your house near a lake?","eng"
"Multe da homoj ĉeestis lian entombigon.","epo"
"Alcune persone sembrano divertirsi a discutere.","ita"
"Mary said she's feeling better now.","eng"
"Ele tomou a cerveja num só gole.","por"
"L'alunno dice: «Il direttore è un asino».","ita"
"Кто ж тебя растревожил?","rus"
"Tom'un milliyeti nedir?","tur"
"Вони не готові.","ukr"
"У меня нет времени делать Вам бутерброд.","rus"
"I never should have mentioned it.","eng"
"I like overhearing conspiracy theories at restaurants.","eng"
"Она занимает важный пост в правительстве.","rus"
"Tekrar sakal bırakıyorum.","tur"
"Tunnen itseni kuin toiseksi henkilöksi.","fin"
"Gerçek arkadaşlık yoktur.","tur"
"Es-tu de bonne humeur ?","fra"
"È la voglia che manca?","ita"
"Maria heeft een groot stuk slagroomtaart gekocht.","nld"
"Eu deveria processar o Tom.","por"
"Neden yardım etmiyorsun?","tur"
"Rendetevene conto.","ita"
"I have decided to carry on the work.","eng"
"Geben Sie so viel Wasser zu den Kartoffeln, dass sie bedeckt sind und bringen Sie es zum Kochen.","deu"
"When I read Tom's report card, I was really mad at him.","eng"
"Onu son kez aradığımda, dışardaydı.","tur"
"¿Dónde está el Palacio de Bellas Artes?","spa"
"Did you order yours yet?","eng"
"Ilha umerreḥ tameddit.","kab"
"Tom è al telefono a parlare con Mary.","ita"
"Biz burada yaşamak istiyoruz.","tur"
"Axxam-nnes yeqreb aṭas ɣer uɣerbaz.","ber"
"Tom doesn't go to the same school as Mary.","eng"
"Küçük köpek bir çukur kazdı ve yiyeceğini onun içine gömdü.","tur"
"Lui ha sostato a Los Angeles e a Chicago.","ita"
"Mary told me she wasn't planning on doing that.","eng"
"Ĉu vi povus iom konsili min?","epo"
"Я знаю, что это.","rus"
"Сколько времени вы репетировали, чтобы достичь такого совершенства?","rus"
"Passe muito bem.","por"
"Ты блуждаешь, как ветер.","rus"
"Шеф ждёт тебя у себя в кабинете.","rus"
"Idióták, megérdemlitek a bukást!","hun"
"Opiskelen edelleen ranskaa.","fin"
"Unu novas. La alia malnovas.","epo"
"I'll be back soon.","eng"
"Li regis juste super sia reĝlando.","epo"
"Nem tudom, mit vársz.","hun"
"Ресторан был далеко от железнодорожной станции.","rus"
"El gato siguió maullando.","spa"
"У нас есть для вас хорошие новости.","rus"
"Tom käski poikaansa olemaan puhumatta ruoka suussa.","fin"
"As geleiras estão derretendo.","por"
"Сколько времени нужно на ремонт?","rus"
"Ich fand es am Anfang gewöhnungsbedürftig.","deu"
"De sobte un llampec va il·luminar el paisatge negre com la nit.","cat"
"Ми засмажили індичку у фритюрі.","ukr"
"Amo estas donaco kun ŝato, estas adoro kaj flato.","epo"
"I know that that isn't ketchup.","eng"
"Oh, sure, I studied English in my school days. But it wasn't until two or three years ago that I really started taking it seriously.","eng"
"תום התכונן לרע ביותר.","heb"
"Yessefk ad teddud ɣer yemsujji n tuɣmas.","ber"
"Она по ошибке посолила себе кофе.","rus"
"O que te faz pensar que Tom gosta de heavy metal?","por"
"Devo-lhe desculpas.","por"
"कोणीही तसं म्हणू शकत नाही.","mar"
"Deve solo dimettersi?","ita"
"Quando giocate a tennis?","ita"
"Nihil egerunt.","lat"
"Baka magniyeniyebe sa hapong ito.","tgl"
"Vocês têm um?","por"
"Никој не можеше да ни помогне.","mkd"
"मलासुद्धा विश्वास बसत नाहीये.","mar"
"Tomo proponis diversajn ideojn pri la maniero por igi sian komercon pli sukcesa.","epo"
"Jenaj infanoj havas vulgaran esprimmanieron.","epo"
"Je bent vrij om te doen wat je wilt.","nld"
"As well.","eng"
"Земля отличается от других планет тем, что на ней есть вода.","rus"
"Herr Koizumi redet ohne Punkt und Komma.","deu"
"In dieser Stadt ist nichts los.","deu"
"Il m'a téléphoné à minuit.","fra"
"Δεν μπορώ να βρω τον Τομ.","ell"
"Je via ordono, leŭtenanto!","epo"
"Mám tak hrozný strach z ostrých předmětů, že si i nechávám zuby trhat bez lokálního umrtvení.","ces"
"肯的狗是白色的。","cmn"
"Why didn't you need to go to Boston?","eng"
"Έχω μυωπία.","ell"
"mu' vIqaw.","tlh"
"Том забыл ключ, и ему пришлось лезть в окно.","rus"
"Ɣseɣ ad teddum d asawen.","ber"
"彼女はとても母親に似ている。","jpn"
"El almizcle es una sustancia untuosa obtenida a partir del almizclero.","spa"
"You should throw these out.","eng"
"¿Es ése tuyo?","spa"
"Seu único prazer era ficar sentada em seu jardinzinho...","por"
"Suunnittele tulevaisuutesi, sillä siellä vietät loppuelämäsi.","fin"
"Сегодня я увидел звезду.","rus"
"Quelles furent ses premières paroles ?","fra"
"Sono alto come lui.","ita"
"Finalmente él se decidió a proponerle matrimonio a ella.","spa"
"Era d'accordo a farlo?","ita"
"Wir sind älter als Tom.","deu"
"Якийсь містер Вест телефонував за твоєї відсутності.","ukr"
"Sana hiç güvenmemiştim.","tur"
"I was very young when that happened.","eng"
"Yesɛa tugna d taɣwalit.","ber"
"Le cargo de marchandises a quatre heures d'avance.","fra"
"אנחנו צריכים לכבד את המסורת.","heb"
"İnsanları aldatmak yanlıştır, fakat kendinizi aldatmak daha kötü.","tur"
"Tom hat zwei Möglichkeiten.","deu"
"Caprichoso riacho serpenteava através do campo, e peixes rapidamente se moviam através da água.","por"
"Het horloge dat je me gaf gedraagt zich vreemd.","nld"
"He has been struck by lightning three times.","eng"
"הטיעון שלך חסר תוקף.","heb"
"Tout est bon.","fra"
"En niaj arbaroj ne vivas urso.","epo"
"Não estraga o clima.","por"
"De gebruikelijkste wijze van optreden in zo'n geval is zich snel te verontschuldigen.","nld"
"Didn't you hear the doorbell?","eng"
"I'll have Tom do that for you.","eng"
"Время — это иллюзия. То, что есть, — вечность.","rus"
"I don't always get up early, but I always get up before Tom does.","eng"
"Tom drehte durch.","deu"
"Нет роз без шипов.","rus"
"Deixei-lhes uma mensagem.","por"
"Biz Tatoeba'ya yeni cümleler ekliyoruz.","tur"
"Kiom mi ŝatus, ke vi estu ĉi tie!","epo"
"Mon fils est en prison et vous allez m'arrêter parce que je veux lui rendre visite?","fra"
"Bir dakika önce Tom'u gördüm.","tur"
"לעולם לא אוהב אותך, אני שונא אותך.","heb"
"Öğretmen suçsuz yere öğrenciyi azarladı.","tur"
"J'étais juste sur le point de partir.","fra"
"הקיצוניות היא הדעיכה שלי.","heb"
"Nsenned ɣef tɣemmar-nteɣ.","ber"
"Dovremmo chiamare un'ambulanza.","ita"
"Tom gizli bir butona bastı.","tur"
"Egy szavamat se vette komolyan.","hun"
"Intinya adalah ibu terlalu sibuk.","ind"
"תום יצא מהמכונית אך מרי נשארה מאחורי ההגה.","heb"
"That depends on whether you are interested or not.","eng"
"Вот твоя доля пирога.","rus"
"Sentendola parlare in inglese, penserebbe che sia un'inglese.","ita"
"Voi non facevate degli incubi.","ita"
"Jeg føler mig altid sulten.","dan"
"ドアは開けるか閉めるかしなければならない。","jpn"
"Том может связаться с Мэри по электронной почте.","rus"
"I hope you are hungry.","eng"
"I don't want to bother you guys while you're working.","eng"
"Tomo estas ĉiam malkontenta.","epo"
"Это ты жалок.","rus"
"Doktorlar hatalı olabilir ve bazı hastalar aniden iyileşebilirler.","tur"
"Les mathématiciens sont des artistes créatifs, leurs œuvres étant des échafaudages élaborés d'idées et des preuves esthétiques.","fra"
"You're gross!","eng"
"Am fost îngrozit.","ron"
"Our ownership in the company is 60%.","eng"
"Das ist mir ganz egal.","deu"
"会議は明日開かれる。","jpn"
"Daha kötüsü de olabilirdi.","tur"
"אנו צריכים לעזוב.","heb"
"Весна будет поздней.","rus"
"Tom finalmente conseguiu a atenção de Maria.","por"
"Il tacchino fagocita.","ita"
"Те молам, не си оди.","mkd"
"Ne estu stulta, testudoj ne havas dentojn!","epo"
"Тебе никогда не понять.","rus"
"教育の本質って何だと思う？","jpn"
"Pri tio li punon ne evitos.","epo"
"Tom didn't need it.","eng"
"Tom ama estudiar música.","spa"
"湯姆是這裡唯一的加拿大人。","cmn"
"Posso prendere in prestito la vostra macchina stasera?","ita"
"Что тебе о них известно?","rus"
"Tom said he didn't know anyone in Boston.","eng"
"La donna a 15 anni scherza, a 20 brilla, a 25 ama, a 30 brama, a 35 sente, a 40 vuole e a 50 paga.","ita"
"Ni konfesu al ni mem, ke tiu ĉi frazo ja estas malbone farita.","epo"
"Az önce fikrimi değiştirdim.","tur"
"Sit on the sofa and make yourself comfortable.","eng"
"Tom utanırdı.","tur"
"I just feel a little dizzy.","eng"
"A sor végére kellett állnia.","hun"
"Van óvszered?","hun"
"Yardım yolda.","tur"
"آن را به دو قسمت ببر.","pes"
"Tom irá procurar Maria.","por"
"Miért görbe a banán?","hun"
"Мері зайшла.","ukr"
"Si è innamorato di Voi? - ""Non lo so"".","ita"
"Guess who Tom's French teacher was?","eng"
"Erkek çalışmalıdır.","tur"
"You aren't going to cry, are you?","eng"
"Tom, Mary'nin yürüyüş yapmayı sevip sevmediğini merak etti.","tur"
"Tom died of hunger.","eng"
"Кога заминал за Монголија?","mkd"
"Sto studiando il danese.","ita"
"Стоит прекрасный весенний день.","rus"
"Amek armi ur d-tusimt ɣer tmeɣra?","ber"
"Scommetto che ci sei andato pure tu.","ita"
"Fai piano, svegli il bambino!","ita"
"Mr. Ricardo is a very good teacher.","eng"
"Non voglio andare in Belgio.","ita"
"We don't have any milk.","eng"
"אל תדאג בעניין.","heb"
"Tom fand im Flugzeug etwas Schlaf.","deu"
"How will we know when we get there?","eng"
"برای خرید به مغازه رفتم.","pes"
"אפשר לראות את הדרכון בבקשה?","heb"
"Nasusunog ang bahay namin at tumitingin kami sa ibang direksiyon.","tgl"
"Ќе го одвезам Том до дома.","mkd"
"Tom'un oyunculuk için bir yeteneği var.","tur"
"Incluso un niño se daría cuenta de la diferencia.","spa"
"Oni devas instrui la infanojn pri kiel sin defendi.","epo"
"It's been a while since we had a serious conversation, eh. ""That's for sure. We usually only have idiotic conversations.""","eng"
"Том — друг моего друга.","rus"
"I wish I had someone I could snuggle with.","eng"
"Nous sommes allés cueillir des fraises.","fra"
"Rijken zijn niet altijd gelukkiger dan armen.","nld"
"Mi petis de mia sekretario tajpi la leteron.","epo"
"Hur många människor var ombord på det där skeppet?","swe"
"It does seem so strange to think of Superintendent Bell ever being a boy. Even my imagination has its limits.","eng"
"Viraj aĵoj vendiĝas en la tria etaĝo.","epo"
"Я думаю, что я замёрзну этой ночью.","rus"
"Tom è allergico al lattice.","ita"
"Birinci olmayacaksın.","tur"
"Да, ей было тяжело.","rus"
"Io rimango sempre a casa la domenica.","ita"
"Das ist deine eigene Schuld.","deu"
"Как ты думаешь, что будет?","rus"
"I assume that that was the only way to get the job done in time.","eng"
"Voyons ce que Tom et Mary ont à offrir.","fra"
"Olha o sol se pondo.","por"
"Non lo vedo da qualche giorno.","ita"
"It's a very sad story.","eng"
"Cóż to za smutna historia!","pol"
"Perché non facciamo visita a Tom sulla strada di casa?","ita"
"Ayɣer ay d-tusiḍ ɣer da taṣebḥit-a?","ber"
"Per piacere, entri adesso.","ita"
"Le dauphin et le dresseur communiquaient beaucoup mieux que nous ne nous y attendions.","fra"
"Preciso de ti.","por"
"Vocês já me disseram isso.","por"
"Tom and Mary regret that they weren't able to do that.","eng"
"La música nos confiere mucho placer.","spa"
"Bizim annemiz bize bir köpek yavrusu satın aldı.","tur"
"Tom Mary'nin favori öğrencilerinden biridir.","tur"
"mi ce'oi do zmadu do ce'oi mi lo ni ce'u nelci ce'u","jbo"
"Sokat töröm a fejem azon, hogy hogyan tudnék segíteni neked.","hun"
"Ho voglia di cantare sotto la pioggia.","ita"
"Mi ne sciis, kion mi diru al Tomo.","epo"
"Isto é um fio de prata.","por"
"Quando avete sentito il suono?","ita"
"Mi kredis, ke vi diris, ke vi scipovas naĝi.","epo"
"彼らは売り家の広告を出した。","jpn"
"Je n'ai pas honte de ce que je suis.","fra"
"Престолот на кралот беше изработен од чисто злато.","mkd"
"Mary told me that she's cold.","eng"
"Це спричинив я.","ukr"
"Mangiammo dei sandwich per pranzo.","ita"
"Ti scaccoli il naso davanti ai tuoi figli?","ita"
"I'm the reason that Tom came to see you.","eng"
"Uscirò se c'è bello domani.","ita"
"Ne sıklıkta evcil hayvanını beslemen gerekiyor?","tur"
"Il vient après le repas.","fra"
"Tom è occupato ora, vero?","ita"
"Tom answered some of the questions.","eng"
"Ni ne estas kantontaj.","epo"
"Llant ttbeddilent ṛṛay-nsent.","ber"
"La manĝoj de la lerneja manĝejo estas misgustaĉaj!","epo"
"I know Tom as well as anybody.","eng"
"I love chili.","eng"
"你好！我叫小雨。","cmn"
"No one knows about it.","eng"
"Kaybolmadım. Sadece nerede olduğumdan emin değilim.","tur"
"She flew home to Boston.","eng"
"ती दर महिन्याला १०,००० येन बँकेत जमा करते.","mar"
"मैरी ने एक चूहा देखा।","hin"
"Nähdään ylihuomenna.","fin"
"War ar gourvez-vank eo chomet kousket Tom.","bre"
"Il y a un danger que la bouteille se casse.","fra"
"我的房子沒有頂。","cmn"
"»Mistä opettaja puhui?» kysyi oppilas.","fin"
"Le Brésil, c'est pas une équipe de peintres.","fra"
